Epoch,Train_Loss,Test_Loss
292,235.67981872558593,124.80460739135742
293,229.29019470214843,125.12335586547852
294,232.4778839111328,124.46319198608398
295,231.24740905761718,124.19625854492188
296,228.4300323486328,124.18664932250977
297,229.30908813476563,124.7857551574707
298,226.10237731933594,125.04040145874023
299,229.3173583984375,124.13397598266602
300,229.52119140625,123.4646987915039
301,226.88193969726564,123.14384078979492
302,229.80740356445312,123.4453125
303,226.67658386230468,123.41989517211914
304,223.9921447753906,123.83794784545898
305,226.2822235107422,123.73542785644531
306,224.9041748046875,124.46398544311523
307,224.12386779785157,123.76299667358398
308,227.79004516601563,123.71663284301758
309,224.18804321289062,123.3766975402832
310,222.76392517089843,123.17011642456055
311,221.80609130859375,123.76401901245117
312,224.7716796875,124.15884780883789
313,221.72357482910155,123.83002471923828
314,225.09449157714843,122.91715240478516
315,220.70551147460938,122.70055770874023
316,219.88778991699218,123.17390060424805
317,218.70765075683593,122.85696411132812
318,220.59556579589844,123.49851989746094
319,218.79779663085938,122.99771499633789
320,219.30362854003906,122.39325714111328
321,221.140869140625,122.27261352539062
322,215.77472229003905,122.93935775756836
323,216.9747772216797,122.80386734008789
324,216.2872314453125,122.35928344726562
325,216.68590393066407,121.37052536010742
326,214.5437469482422,121.42578887939453
327,218.67567138671876,121.46313095092773
328,217.33336486816407,121.31818008422852
329,216.5683135986328,121.06399917602539
330,213.37149047851562,121.41872024536133
331,212.4992248535156,121.29647445678711
332,213.0377410888672,121.72622680664062
333,212.76238708496095,121.2701416015625
334,213.16843872070314,121.29147720336914
335,209.71327209472656,121.64163970947266
336,211.6394073486328,121.40197372436523
337,209.98980712890625,121.67079544067383
338,209.7023468017578,121.66761779785156
339,207.85320129394532,121.41377639770508
340,211.24613037109376,120.8067626953125
341,209.40381469726563,120.88318252563477
342,209.17435302734376,120.14877319335938
343,209.82649841308594,119.48456954956055
344,207.363671875,120.5023422241211
345,209.09957580566407,120.67012023925781
346,207.4745330810547,120.87820816040039
347,206.89638977050782,120.69824600219727
348,204.9063934326172,120.55736923217773
349,205.19696960449218,120.543212890625
350,204.2032012939453,120.77505493164062
351,204.22826232910157,120.7799301147461
352,203.8161865234375,120.45637512207031
353,206.32572021484376,120.87044143676758
354,201.7704833984375,119.82555389404297
355,201.97752990722657,119.85885620117188
356,201.45362243652343,119.57236862182617
357,201.98562927246093,119.23884582519531
358,200.92718811035155,119.31792449951172
359,203.27284545898436,119.48113632202148
360,199.12746887207032,119.62864685058594
361,200.36851196289064,118.81929779052734
362,196.96137084960938,118.7545394897461
363,201.5903350830078,118.69039916992188
364,198.58902587890626,118.67032623291016
365,201.00292358398437,118.35691833496094
366,194.248828125,117.89342880249023
367,198.28433227539062,118.22413635253906
368,195.36414489746093,119.1263542175293
369,197.91905822753907,118.6852912902832
370,196.17778930664062,117.33413314819336
371,196.41395568847656,117.07104110717773
372,195.073486328125,118.35636138916016
373,195.17235412597657,117.0062141418457
374,194.52750549316406,117.0703353881836
375,192.92926635742188,118.00454330444336
376,196.17190856933593,117.80026626586914
377,194.05802001953126,117.09380722045898
378,191.41268310546874,116.976318359375
379,192.8481018066406,116.75419235229492
380,190.28721923828124,115.96186447143555
381,189.5214385986328,117.32201766967773
382,190.14414672851564,117.34322738647461
383,191.59511108398436,116.78196334838867
384,192.27460327148438,115.63468933105469
385,190.07376098632812,116.66580963134766
386,187.3274932861328,116.24820709228516
387,188.91844177246094,116.41282653808594
388,191.6184875488281,116.63824081420898
389,188.44115295410157,116.19351196289062
390,186.3041229248047,116.32511520385742
391,185.70204162597656,115.51495742797852
392,187.8547576904297,116.32764053344727
393,183.8122985839844,116.11497497558594
394,188.6364990234375,116.54626846313477
395,188.47272338867188,116.26058959960938
396,185.81834411621094,116.00406265258789
397,183.5804931640625,114.5108642578125
398,182.27830810546874,116.29829025268555
399,182.19838256835936,115.36161041259766
400,182.1541961669922,115.9350357055664
401,183.07825622558593,115.18110275268555
402,184.72608947753906,115.62786483764648
403,181.6511444091797,114.52005386352539
404,182.15497131347655,115.40489959716797
405,181.84384765625,115.70212936401367
406,179.94419555664064,114.68865585327148
407,181.8282958984375,114.2424201965332
408,177.1940490722656,113.67913055419922
409,180.02192077636718,113.65141296386719
410,178.2738296508789,113.15851402282715
411,176.95939025878906,113.82632827758789
412,176.01485595703124,113.74429702758789
413,175.613623046875,113.83314895629883
414,180.49481201171875,112.80155372619629
415,176.5365417480469,113.53958511352539
416,177.25303955078124,114.79902648925781
417,175.27386474609375,114.51540756225586
418,175.0870849609375,114.09301376342773
419,175.0396484375,114.28430557250977
420,174.31549072265625,114.25065231323242
421,173.3731430053711,114.0153579711914
422,173.6721221923828,113.5791244506836
423,173.8945739746094,113.46197128295898
424,171.9887451171875,112.90622329711914
425,172.51192626953124,111.96021461486816
426,171.2561264038086,111.90674209594727
427,168.99475708007813,112.52450370788574
428,170.1882522583008,112.50174522399902
429,171.1855484008789,112.44427490234375
430,169.54004821777343,113.07893371582031
431,168.70938873291016,113.19888687133789
432,168.8104690551758,112.00823974609375
433,166.6952896118164,111.7741641998291
434,168.9889938354492,111.80731773376465
435,167.59607391357423,111.89112854003906
436,167.64720764160157,111.93377685546875
437,168.15855865478517,110.84077453613281
438,167.16774139404296,111.36070442199707
439,165.33438415527343,111.77680778503418
440,166.7210464477539,112.23288345336914
441,166.17864532470702,111.6927490234375
442,166.17723846435547,111.72625541687012
443,166.17754974365235,110.78750610351562
444,162.89376678466797,110.94276809692383
445,163.31407928466797,110.36916160583496
446,163.50125579833986,109.97096633911133
447,162.9593948364258,109.04015159606934
448,164.15689392089843,108.83724403381348
449,164.31309661865234,108.28535270690918
450,167.04874420166016,108.48222923278809
451,160.95720672607422,108.9882755279541
452,160.38136444091796,108.66861915588379
453,159.14974975585938,108.9665298461914
454,158.97937774658203,108.81201171875
455,160.73269958496093,109.72006607055664
456,161.42717590332032,109.49385261535645
457,158.5287124633789,109.05131340026855
458,158.37696685791016,109.57698631286621
459,156.44845123291014,110.10460472106934
460,156.71265716552733,110.0828800201416
461,156.23284606933595,109.66812324523926
462,157.7851593017578,109.2247142791748
463,155.95416107177735,109.1039981842041
464,154.4587417602539,109.98732948303223
465,152.46839599609376,108.78873252868652
466,155.1627975463867,108.1568660736084
467,159.234814453125,106.29881858825684
468,154.14196319580077,106.44727897644043
469,154.45272216796874,107.4992446899414
470,153.49752349853514,107.27425003051758
471,151.38800811767578,107.25847434997559
472,153.64149017333983,106.84926414489746
473,151.47696685791016,106.6149730682373
474,151.8113250732422,107.13611793518066
475,155.02893676757813,106.09675979614258
476,153.0138168334961,104.41193771362305
477,150.46063842773438,105.16902923583984
478,149.47803955078126,105.30311393737793
479,149.33116760253907,106.05034446716309
480,150.4742218017578,106.6104679107666
481,148.2057144165039,105.64398193359375
482,148.27629547119142,105.99640464782715
483,146.77215576171875,105.76727294921875
484,147.75550384521483,105.40974998474121
485,151.22949676513673,105.02772903442383
486,146.78977661132814,104.83956718444824
487,146.76992797851562,104.5758113861084
488,145.90896301269532,104.57269096374512
489,144.72933349609374,104.93537712097168
490,148.30471801757812,104.66743278503418
491,146.62295989990236,104.83968544006348
492,145.26138763427736,104.6412181854248
493,145.16052856445313,103.85928916931152
494,146.17162628173827,102.86361694335938
495,146.94142150878906,102.41405487060547
496,141.59862518310547,104.10979652404785
497,144.00328063964844,104.82855796813965
498,145.35462493896483,103.55828857421875
499,143.94684906005858,103.5362663269043
500,143.14303588867188,104.60904312133789
501,141.2190368652344,103.93383407592773
502,140.64783782958983,102.25575065612793
503,140.58321990966797,101.62281608581543
504,141.70963134765626,102.22433662414551
505,141.59679107666017,103.174560546875
506,137.58595428466796,102.6522102355957
507,140.39171905517577,102.2038459777832
508,138.28643341064452,102.27427673339844
509,144.4921630859375,102.48577117919922
510,137.13945770263672,101.80289268493652
511,138.6646301269531,103.36823844909668
512,137.1438003540039,102.99105644226074
513,134.46016998291014,102.63440895080566
514,137.81155395507812,101.39600563049316
515,137.28282012939454,101.86905860900879
516,136.75969390869142,102.17657852172852
517,135.6499221801758,102.61275100708008
518,139.98446197509764,100.56909561157227
519,135.48089904785155,100.01553916931152
520,134.86954650878906,100.68119430541992
521,134.911083984375,101.05341911315918
522,138.59907073974608,100.58341979980469
523,138.08649597167968,99.90342140197754
524,131.2872085571289,100.26718521118164
525,133.70387420654296,99.71740531921387
526,132.74222259521486,100.30244636535645
527,132.76854248046874,99.40802574157715
528,129.09746704101562,99.01489639282227
529,131.10621795654296,98.4250431060791
530,129.41869659423827,97.14162635803223
531,134.4802230834961,97.69023323059082
532,129.13525390625,98.00936889648438
533,128.47625732421875,98.04215812683105
534,129.37176666259765,99.09362602233887
535,128.2444320678711,99.17131614685059
536,127.77356414794922,98.40237808227539
537,127.98792419433593,98.68714714050293
538,128.89098052978517,98.25065994262695
539,128.66142730712892,98.67121124267578
540,127.7704071044922,97.06132507324219
541,125.86670379638672,96.12165832519531
542,126.8911865234375,96.87519836425781
543,127.5927017211914,97.90679359436035
544,126.24386291503906,98.68585777282715
545,126.28992309570313,98.12358665466309
546,124.05161743164062,97.55399894714355
547,129.45066528320314,97.32584953308105
548,124.5714126586914,96.07414817810059
549,124.21695861816406,96.85513305664062
550,122.7802963256836,96.0515308380127
551,124.03324890136719,96.02639961242676
552,122.38657989501954,95.85140037536621
553,125.1577651977539,96.0883617401123
554,120.31131591796876,95.56070518493652
555,121.56772308349609,96.55011367797852
556,122.1732421875,95.38397789001465
557,127.19250183105468,95.20345497131348
558,121.30874786376953,95.4716911315918
559,121.14234771728516,95.32824516296387
560,123.4095962524414,95.58535766601562
561,121.52678833007812,94.65975570678711
562,121.17951812744141,95.67344856262207
563,117.98583221435547,94.03496170043945
564,118.55194854736328,93.68979263305664
565,119.3027099609375,93.62241172790527
566,116.11465301513672,92.85599327087402
567,120.61609649658203,92.92825317382812
568,120.858251953125,93.49672508239746
569,117.17540283203125,92.57594871520996
570,116.37528228759766,92.60916328430176
571,116.63455657958984,92.87743186950684
572,117.42507476806641,91.46843719482422
573,116.9998062133789,92.127197265625
574,116.38192901611328,91.76329040527344
575,114.536669921875,90.76810836791992
576,116.17819366455078,90.79288291931152
577,115.1804931640625,91.43858528137207
578,118.34071350097656,90.43432426452637
579,114.57064666748047,91.55497932434082
580,113.51513366699218,91.72846603393555
581,111.26327514648438,91.3182144165039
582,112.97744445800781,92.14400672912598
583,113.25726776123047,91.92533683776855
584,113.72387390136718,90.76241111755371
585,112.28140106201172,90.47832679748535
586,111.03919372558593,89.2534294128418
587,113.71111145019532,89.42892646789551
588,115.13035278320312,88.37090682983398
589,111.36980895996093,89.69248962402344
590,113.19385223388672,89.08956527709961
591,113.75335235595703,88.60568618774414
592,109.49450073242187,88.72884941101074
593,107.603955078125,88.29957580566406
594,108.4570526123047,89.26716423034668
595,108.89727020263672,88.01721000671387
596,108.76236419677734,87.27175903320312
597,111.33268432617187,86.51323127746582
598,110.27041473388672,88.0558032989502
599,117.02609100341797,88.86948585510254
600,107.63508911132813,88.5792293548584
601,107.6459716796875,87.72643852233887
602,107.92281951904297,87.61380577087402
603,107.64927825927734,86.77026748657227
604,107.70235900878906,87.15144729614258
605,105.58408966064454,88.16088676452637
606,104.78498992919921,88.24640083312988
607,105.25182037353515,86.43710899353027
608,103.66666259765626,86.22731018066406
609,103.78040313720703,85.95140647888184
610,102.75123901367188,85.78936576843262
611,108.51820220947266,85.88082885742188
612,103.39402923583984,85.15700340270996
613,104.4232894897461,85.92528915405273
614,103.79976043701171,85.98338890075684
615,102.94573822021485,85.69551086425781
616,106.93392486572266,85.81917762756348
617,102.28089599609375,85.52556419372559
618,102.03791198730468,84.85663986206055
619,102.35322875976563,85.1899299621582
620,101.35428314208984,85.02494239807129
621,101.38619689941406,85.73422813415527
622,98.63315277099609,85.03782653808594
623,105.50128784179688,84.11147499084473
624,100.41543579101562,83.16938018798828
625,99.62534637451172,83.13046836853027
626,99.94937591552734,83.14166831970215
627,98.88202819824218,82.43633460998535
628,98.28865203857421,83.33195304870605
629,100.27424621582031,82.81099700927734
630,102.15834197998046,82.93413162231445
631,98.59639434814453,82.31010055541992
632,97.32771759033203,82.27067756652832
633,102.0667938232422,81.91490745544434
634,96.37056121826171,80.11897277832031
635,96.0713737487793,80.28890800476074
636,98.04020462036132,81.95995140075684
637,96.49488830566406,81.07235145568848
638,96.2359603881836,80.47039794921875
639,94.22998046875,81.85439491271973
640,96.08036193847656,82.38101005554199
641,95.999658203125,82.05490493774414
642,93.70669250488281,81.19215774536133
643,99.32730865478516,80.98005104064941
644,94.9307373046875,81.44089698791504
645,96.43045806884766,80.88443946838379
646,93.93572845458985,81.32340049743652
647,94.45413513183594,80.90078735351562
648,94.99532623291016,81.2544937133789
649,92.1497688293457,81.32102584838867
650,92.05579986572266,79.62129402160645
651,94.37226257324218,79.1480941772461
652,93.11755905151367,79.47036933898926
653,97.64303741455078,78.24149131774902
654,95.21114196777344,77.90418815612793
655,90.93004608154297,76.7204360961914
656,91.51251602172852,78.22746849060059
657,95.97533111572265,78.84884834289551
658,89.26562881469727,78.48637771606445
659,94.02043685913085,77.07713890075684
660,90.36693725585937,76.73369979858398
661,91.77667999267578,76.00759696960449
662,90.7106803894043,77.00334358215332
663,87.43014755249024,76.19617080688477
664,89.94522094726562,76.1311092376709
665,90.9609504699707,75.8609733581543
666,86.25317001342773,74.91302680969238
667,88.73073806762696,74.96497917175293
668,87.61332244873047,74.76762962341309
669,88.47671737670899,74.00052547454834
670,87.12689437866212,73.86213970184326
671,86.86958847045898,74.28933525085449
672,86.41054611206054,74.1502857208252
673,86.31277999877929,75.33057594299316
674,86.06068954467773,75.31846809387207
675,88.5468017578125,76.3193416595459
676,86.98079071044921,75.89291763305664
677,88.69877548217774,75.82730293273926
678,85.16645965576171,74.9810848236084
679,90.84225540161133,73.93415069580078
680,84.99471588134766,73.73382949829102
681,87.38892822265625,72.26807403564453
682,83.45198287963868,72.50970649719238
683,90.0268684387207,73.52878379821777
684,85.02776336669922,74.3261604309082
685,84.88725051879882,73.93574714660645
686,84.00952224731445,72.50988006591797
687,83.64520034790038,72.38795185089111
688,91.47909545898438,72.08104610443115
689,83.12025909423828,72.54904079437256
690,83.39233474731445,72.47815895080566
691,85.13345870971679,71.8969669342041
692,81.99053039550782,71.42340469360352
693,84.01593246459962,70.3278226852417
694,83.19626541137696,70.2681074142456
695,86.47746276855469,70.10613441467285
696,80.90785751342773,69.49644660949707
697,81.82948150634766,69.33452320098877
698,81.31421966552735,71.22165203094482
699,79.97226257324219,70.16253852844238
700,79.0316551208496,70.07874965667725
701,78.59365692138672,70.30836772918701
702,82.69241638183594,69.87669277191162
703,78.59369277954102,68.51264190673828
704,80.97140121459961,70.28551387786865
705,87.69643325805664,70.4437894821167
706,81.45609817504882,70.14821910858154
707,78.21992263793945,69.26938152313232
708,85.69170913696288,67.45913124084473
709,79.13206100463867,68.5813398361206
710,76.19117126464843,69.2565336227417
711,81.53776473999024,67.84139347076416
712,74.64072341918946,66.3390703201294
713,76.62793807983398,65.96710872650146
714,78.10758590698242,68.38145160675049
715,84.53639221191406,67.04814624786377
716,75.46983108520507,67.16530895233154
717,76.27890167236328,67.69718360900879
718,79.7671615600586,67.39807987213135
719,76.42136077880859,65.45756435394287
720,77.52921600341797,67.27979946136475
721,78.16613464355468,67.51942729949951
722,73.44169921875,66.72673320770264
723,74.28784561157227,66.33540153503418
724,74.33772277832031,66.62087917327881
725,73.94730834960937,64.43299865722656
726,74.41900482177735,63.58288288116455
727,70.9532455444336,63.838351249694824
728,72.28583374023438,64.97692775726318
729,72.47246017456055,64.76626491546631
730,71.52468414306641,64.38485145568848
731,73.54424209594727,65.51176834106445
732,69.60423049926757,65.00200939178467
733,72.19349060058593,64.49261283874512
734,76.19389114379882,62.79602336883545
735,72.42947387695312,62.79005241394043
736,76.30398864746094,63.424527168273926
737,71.47794952392579,64.40215301513672
738,70.73255233764648,64.41505432128906
739,76.51645050048828,64.08701419830322
740,69.0428695678711,63.889655113220215
741,81.24006958007813,61.28292274475098
742,68.9474983215332,61.73420333862305
743,66.58102569580078,60.82001304626465
744,71.02042160034179,63.67577362060547
745,72.27045822143555,61.9745454788208
746,70.33534317016601,62.462894439697266
747,69.89468002319336,61.789923667907715
748,68.46202926635742,61.41235828399658
749,67.40595397949218,61.534138679504395
750,67.17317581176758,61.58117198944092
751,66.8177993774414,61.42684459686279
752,71.61905822753906,60.32827854156494
753,67.65667037963867,60.91551494598389
754,70.87666320800781,61.94744110107422
755,67.01593475341797,61.14760208129883
756,68.65314712524415,60.28605937957764
757,67.35452041625976,61.25755977630615
758,65.37680740356446,61.60774803161621
759,69.59090805053711,60.77262496948242
760,65.82740936279296,60.84469127655029
761,70.09102935791016,60.077959060668945
762,63.12283096313477,59.52066612243652
763,63.321442413330075,58.13442802429199
764,64.39851150512695,58.6522274017334
765,64.49552154541016,58.09679126739502
766,65.65958557128906,58.41416358947754
767,64.39547271728516,58.19593334197998
768,63.25947875976563,58.05069351196289
769,65.53170013427734,57.90130424499512
770,64.4933868408203,57.909159660339355
771,64.58010406494141,58.518168449401855
772,63.42897109985351,58.41661262512207
773,64.8748046875,58.82406044006348
774,62.513990783691405,57.215585708618164
775,58.815179443359376,56.87845516204834
776,75.42996520996094,57.26121997833252
777,62.55436477661133,58.02434253692627
